自然资源局,成立日期,自然资源局,广发银行,土地交易信息(JKGT1),机动车信息表,厂企信息（网格）,商品房预售项目信息表,高新技术企业认定信息,统战部,出租屋详细信息,违法违章受处罚企业信息
政数局,操作类型,自然资源局,厂企信息（网格）,涉及职业危害作业场所,流动人口注销信息,道路运输经营信息采集表,律师基本信息采集表,广发银行,镇街2,组织机构代码变更信息,企业用户基本信息
公安,预计竣工日期,卫健局,失信被执行人信息（法人或其他组织）,法定代表人正式信息表,内资企业设立登记公告数据,出租屋详细信息,外国人入境就业信息(JKRS6),法院,建设项目情况信息(JKJS3),外商实际投资情况,社保局
政数局,人员状态,自然资源局,企业工法奖项信息,广发银行,企业用户基本信息,商品房预售项目信息表,佛山市安置残疾人单位信息(JKCL1),违法违章受处罚企业信息,<EOP>,单位房屋产权信息表,危险品仓库数据表
税务局,联系电话,自然资源局,出租屋详细信息,水费收集信息(包含企业用水信息),住房公积金个人公积金年度汇缴明细信息,单位房屋产权信息表,土地交易信息(JKGT1),统战部,商品房预售项目信息表,广发银行,危险品仓库数据表
检察院,户籍地址,企业用户基本信息,佛山市安置残疾人单位信息(JKCL1),<EOP>,自然资源局,企业工法奖项信息,工商联,农业银行,企业基本信息,涉及职业危害作业场所,公有资产管理信息
金融办,企业类型,自然资源局,土地交易信息(JKGT1),广发银行,镇街2,厂企信息（网格）,科技局,工商联,<EOP>,高新技术企业认定信息,道路运输经营信息采集表
行政服务中心,联系人,自然资源局,机动车信息表,广发银行,单位房屋产权信息表,商品房预售项目信息表,统战部,危险品仓库数据表,企业工法奖项信息,土地交易信息(JKGT1),<EOP>
公安,片区,卫健局,法定代表人正式信息表,失信被执行人信息（法人或其他组织）,内资企业设立登记公告数据,外国人入境就业信息(JKRS6),外商实际投资情况,名址库_门牌地址信息,出租屋详细信息,社保局,法院
纪委,电话,自然资源局,人口基础信息表,单位房屋产权信息表,广发银行,机动车信息表,危险品仓库数据表,违法违章受处罚企业信息,科技局,土地交易信息(JKGT1),商品房预售项目信息表
人才办,建筑类型,居住证业务有效表,外国人入境就业信息(JKRS6),组织机构代码信息,高企认定或拟认定名单,卫健局,流动人口注销信息,政数局,国税欠税信息,内资企业设立登记公告数据,法定代表人正式信息表
税务局,工程名称,卫健局,出租屋详细信息,失信被执行人信息（法人或其他组织）,法定代表人正式信息表,社保局,法院,建设项目情况信息(JKJS3),内资企业设立登记公告数据,镇街2,工商开业登记信息
自然资源局,年检有效期,机动车信息表,统战部,企业工法奖项信息,商品房预售项目信息表,自然资源局,企业用户基本信息,<EOP>,名址库_门牌地址信息,违法违章受处罚企业信息,土地交易信息(JKGT1)
农商行,备注,统战部,企业工法奖项信息,商品房预售项目信息表,机动车信息表,企业用户基本信息,自然资源局,危险品仓库数据表,单位房屋产权信息表,法院,<EOP>
纪委,统一社会信用代码,广发银行,自然资源局,出租屋详细信息,社会团体信息(JKMZ2),建设项目情况信息(JKJS3),高新技术企业认定信息,违法违章受处罚企业信息,组织机构代码变更信息,律师基本信息采集表,水费收集信息(包含企业用水信息)
税务局,籍贯,佛山市安置残疾人单位信息(JKCL1),企业用户基本信息,幼儿园,工商联,农业银行,涉及职业危害作业场所,<EOP>,企业工法奖项信息,公有资产管理信息,住房公积金个人公积金年度汇缴明细信息
经促局,更新时间,自然资源局,企业用户基本信息,企业工法奖项信息,流动人口注销信息,涉及职业危害作业场所,农业银行,流动人口表,名址库_门牌地址信息,镇街2,公有资产管理信息
政数局,核定载客,自然资源局,商品房预售项目信息表,统战部,违法违章受处罚企业信息,广发银行,企业工法奖项信息,危险品仓库数据表,机动车信息表,财政直接支付信息(JKCZ2),名址库_门牌地址信息
检察院,证书有效期,自然资源局,<EOP>,组织机构代码信息,广发银行,居住证业务有效表,组织机构代码变更信息,水费收集信息(包含企业用水信息),企业基本信息,违法违章受处罚企业信息,建设项目情况信息(JKJS3)
法院,法定代表人或负责人,建设项目情况信息(JKJS3),组织机构代码变更信息,广发银行,律师基本信息采集表,违法违章受处罚企业信息,自然资源局,水费收集信息(包含企业用水信息),镇街7,财政直接支付信息(JKCZ2),居住证业务有效表
政数局,发证日期,律师基本信息采集表,违法违章受处罚企业信息,广发银行,自然资源局,水费收集信息(包含企业用水信息),财政直接支付信息(JKCZ2),组织机构代码变更信息,名址库_门牌地址信息,厂企信息（网格）,统战部
检察院,注销时间,自然资源局,<EOP>,企业用户基本信息,名址库_门牌地址信息,企业工法奖项信息,农业银行,镇街2,组织机构代码信息,居住证业务有效表,企业基本信息
金融办,注销日期,土地交易信息(JKGT1),自然资源局,镇街2,律师基本信息采集表,高企认定或拟认定名单,<EOP>,科技局,组织机构代码变更信息,居住证业务有效表,名址库_门牌地址信息
文广旅体局,注册号,自然资源局,厂企信息（网格）,广发银行,社会团体信息(JKMZ2),高新技术企业认定信息,违法违章受处罚企业信息,土地交易信息(JKGT1),单位房屋产权信息表,道路运输经营信息采集表,出租屋详细信息
政数局,投资日期,自然资源局,厂企信息（网格）,广发银行,土地交易信息(JKGT1),组织机构代码变更信息,高企认定或拟认定名单,出租屋详细信息,高新技术企业认定信息,纳税信用等级纳税人备案信息,社会团体信息(JKMZ2)
公安,更新时间,自然资源局,厂企信息（网格）,失信被执行人信息（法人或其他组织）,律师基本信息采集表,流动人口注销信息,镇街2,变更登记信息,道路运输经营信息采集表,涉及职业危害作业场所,社会团体信息(JKMZ2)
法院,性别,企业用户基本信息,佛山市安置残疾人单位信息(JKCL1),工商联,农业银行,企业工法奖项信息,涉及职业危害作业场所,幼儿园,公有资产管理信息,<EOP>,外商实际投资情况
检察院,审批日期,<EOP>,组织机构代码信息,自然资源局,卫健局,外商实际投资情况,法院,名址库_门牌地址信息,建设项目情况信息(JKJS3),高企认定或拟认定名单,企业工法奖项信息
税务局,备案编号,厂企信息（网格）,自然资源局,出租屋详细信息,高新技术企业认定信息,失信被执行人信息（法人或其他组织）,外国人入境就业信息(JKRS6),土地交易信息(JKGT1),卫健局,广发银行,违法违章受处罚企业信息
自然资源局,容积率,自然资源局,企业用户基本信息,高企认定或拟认定名单,机动车信息表,名址库_门牌地址信息,<EOP>,法院,企业工法奖项信息,商品房预售项目信息表,统战部
自然资源局,开户名称,自然资源局,机动车信息表,土地交易信息(JKGT1),统战部,高企认定或拟认定名单,商品房预售项目信息表,科技局,单位房屋产权信息表,危险品仓库数据表,<EOP>
检察院,联系电话,自然资源局,<EOP>,统战部,佛山市安置残疾人单位信息(JKCL1),企业基本信息,企业用户基本信息,商品房预售项目信息表,广发银行,土地交易信息(JKGT1),机动车信息表
纪委,学历专业,佛山市安置残疾人单位信息(JKCL1),企业用户基本信息,企业工法奖项信息,幼儿园,涉及职业危害作业场所,农业银行,公有资产管理信息,外商实际投资情况,农业农村局,工商联
行政服务中心,项目名称,内资企业设立登记公告数据,卫健局,名址库_门牌地址信息,企业工法奖项信息,法院,外商实际投资情况,法定代表人正式信息表,机动车信息表,农业农村局,社保局
公安,所在社区,危险品仓库数据表,单位房屋产权信息表,外商实际投资情况,违法违章受处罚企业信息,水费收集信息(包含企业用水信息),社保局,机动车信息表,财政直接支付信息(JKCZ2),镇街2,统战部
农商行,法定代表人,自然资源局,商品房预售项目信息表,统战部,建设项目情况信息(JKJS3),机动车信息表,广发银行,组织机构代码变更信息,违法违章受处罚企业信息,出租屋详细信息,水费收集信息(包含企业用水信息)
纪委,奖项名称,自然资源局,广发银行,单位房屋产权信息表,出租屋详细信息,机动车信息表,危险品仓库数据表,土地交易信息(JKGT1),商品房预售项目信息表,企业工法奖项信息,吊销登记信息
政数局,服务时间,机动车信息表,商品房预售项目信息表,统战部,自然资源局,单位房屋产权信息表,危险品仓库数据表,企业工法奖项信息,广发银行,名址库_门牌地址信息,<EOP>
检察院,备案编号,自然资源局,土地交易信息(JKGT1),广发银行,高企认定或拟认定名单,厂企信息（网格）,<EOP>,出租屋详细信息,纳税信用等级纳税人备案信息,教育局,组织机构代码信息
人才办,内容,居住证业务有效表,律师基本信息采集表,自然资源局,组织机构代码变更信息,高企认定或拟认定名单,土地交易信息(JKGT1),流动人口注销信息,组织机构代码信息,（市经信）广东省名牌产品,工商开业登记信息
金融办,主要建设内容,土地交易信息(JKGT1),镇街2,名址库_门牌地址信息,外国人入境就业信息(JKRS6),失信被执行人信息（法人或其他组织）,出租屋详细信息,卫健局,高企认定或拟认定名单,内资企业设立登记公告数据,法定代表人正式信息表
法院,入住日期,企业工法奖项信息,企业用户基本信息,农业银行,佛山市安置残疾人单位信息(JKCL1),自然资源局,工商联,镇街2,<EOP>,名址库_门牌地址信息,公有资产管理信息
公安,更新时间,自然资源局,厂企信息（网格）,失信被执行人信息（法人或其他组织）,律师基本信息采集表,流动人口注销信息,镇街2,变更登记信息,道路运输经营信息采集表,涉及职业危害作业场所,社会团体信息(JKMZ2)
法院,检验有效期,自然资源局,违法违章受处罚企业信息,居住证业务有效表,广发银行,律师基本信息采集表,科技局,财政直接支付信息(JKCZ2),<EOP>,土地交易信息(JKGT1),（市经信）广东省名牌产品
镇街7,避孕节育措施,企业工法奖项信息,企业用户基本信息,农业银行,佛山市安置残疾人单位信息(JKCL1),农业农村局,外商实际投资情况,<EOP>,统战部,名址库_门牌地址信息,机动车信息表
检察院,注销日期,自然资源局,<EOP>,组织机构代码变更信息,广发银行,律师基本信息采集表,土地交易信息(JKGT1),组织机构代码信息,统战部,高企认定或拟认定名单,名址库_门牌地址信息
金融办,法人代表,自然资源局,土地交易信息(JKGT1),广发银行,科技局,高企认定或拟认定名单,厂企信息（网格）,<EOP>,高新技术企业认定信息,镇街2,出租屋详细信息
法院,纬度,自然资源局,镇街2,企业基本信息,广发银行,单位房屋产权信息表,组织机构代码信息,名址库_门牌地址信息,<EOP>,外商实际投资情况,工商联
金融办,性别,工商联,企业用户基本信息,佛山市安置残疾人单位信息(JKCL1),<EOP>,公有资产管理信息,涉及职业危害作业场所,企业工法奖项信息,土地交易信息(JKGT1),农业银行,幼儿园
公安,户籍地址,外商实际投资情况,国税欠税信息,企业用户基本信息,住房公积金个人公积金年度汇缴明细信息,农业银行,水费收集信息(包含企业用水信息),农业农村局,<EOP>,建设工程规划许可证信息JKGH2,危险品仓库数据表
纪委,受理日期,建设项目情况信息(JKJS3),农业农村局,外商实际投资情况,社保局,法定代表人正式信息表,名址库_门牌地址信息,违法违章受处罚企业信息,财政直接支付信息(JKCZ2),内资企业设立登记公告数据,镇街6
行政服务中心,检查情况,违法违章受处罚企业信息,社保局,机动车信息表,企业工法奖项信息,广发银行,外商实际投资情况,商品房预售项目信息表,财政直接支付信息(JKCZ2),建设项目情况信息(JKJS3),危险品仓库数据表
金融办,地址,土地交易信息(JKGT1),镇街2,出租屋详细信息,自然资源局,机动车信息表,广发银行,单位房屋产权信息表,<EOP>,名址库_门牌地址信息,城管局
政数局,土地证号,名址库_门牌地址信息,高企认定或拟认定名单,失信被执行人信息（法人或其他组织）,建设工程规划许可证信息JKGH2,厂企信息（网格）,土地交易信息(JKGT1),镇街2,卫健局,内资企业设立登记公告数据,法院
公安,登记注册类型,建设项目情况信息(JKJS3),组织机构代码变更信息,水费收集信息(包含企业用水信息),镇街7,违法违章受处罚企业信息,律师基本信息采集表,财政直接支付信息(JKCZ2),自然资源局,行政服务中心,镇街6
人才办,鉴定时间,居住证业务有效表,幼儿园,农业银行,外商实际投资情况,国税欠税信息,佛山市安置残疾人单位信息(JKCL1),农业农村局,企业工法奖项信息,公有资产管理信息,内资企业设立登记公告数据
金融办,传真,土地交易信息(JKGT1),自然资源局,镇街2,高企认定或拟认定名单,科技局,工商联,公有资产管理信息,<EOP>,居住证业务有效表,机动车信息表
纪委,持证情况,企业工法奖项信息,农业农村局,外商实际投资情况,农业银行,佛山市安置残疾人单位信息(JKCL1),违法违章受处罚企业信息,企业用户基本信息,财政直接支付信息(JKCZ2),名址库_门牌地址信息,社保局
检察院,交易金额,自然资源局,高企认定或拟认定名单,土地交易信息(JKGT1),科技局,<EOP>,广发银行,居住证业务有效表,纳税信用等级纳税人备案信息,组织机构代码信息,（市经信）广东省名牌产品
税务局,组织机构代码,自然资源局,厂企信息（网格）,广发银行,高新技术企业认定信息,出租屋详细信息,律师基本信息采集表,社会团体信息(JKMZ2),土地交易信息(JKGT1),违法违章受处罚企业信息,组织机构代码变更信息
公安,个人编号,外商实际投资情况,国税欠税信息,水费收集信息(包含企业用水信息),幼儿园,农业农村局,暂住证业务表,居住证业务有效表,农业银行,涉及职业危害作业场所,佛山市安置残疾人单位信息(JKCL1)
法院,成交金额,高企认定或拟认定名单,组织机构代码信息,自然资源局,居住证业务有效表,政数局,土地交易信息(JKGT1),镇街2,流动人口注销信息,重点建设项目计划信息,科技局
法院,负责人,自然资源局,土地交易信息(JKGT1),广发银行,科技局,人口基础信息表,居住证业务有效表,（市经信）广东省名牌产品,外商实际投资情况,违法违章受处罚企业信息,<EOP>
税务局,更新时间,自然资源局,厂企信息（网格）,失信被执行人信息（法人或其他组织）,镇街2,流动人口注销信息,道路运输经营信息采集表,组织机构代码变更信息,社会团体信息(JKMZ2),广发银行,出租屋详细信息
政数局,预售金额,自然资源局,高企认定或拟认定名单,名址库_门牌地址信息,重点建设项目计划信息,建设项目情况信息(JKJS3),组织机构代码变更信息,违法违章受处罚企业信息,法院,组织机构代码信息,广发银行
纪委,发证日期,违法违章受处罚企业信息,广发银行,律师基本信息采集表,水费收集信息(包含企业用水信息),财政直接支付信息(JKCZ2),自然资源局,农业农村局,社会团体信息(JKMZ2),名址库_门牌地址信息,建设项目情况信息(JKJS3)
法院,行业,自然资源局,组织机构代码信息,科技局,企业基本信息,流动人口注销信息,涉及职业危害作业场所,（市经信）广东省名牌产品,居住证业务有效表,工商联,土地交易信息(JKGT1)
公安,注销日期,律师基本信息采集表,镇街6,建设工程规划许可证信息JKGH2,居住证业务有效表,违法违章受处罚企业信息,变更登记信息,财政直接支付信息(JKCZ2),土地交易信息(JKGT1),个人基本信息,组织机构代码变更信息
检察院,排量,自然资源局,企业用户基本信息,<EOP>,工商联,企业工法奖项信息,佛山市安置残疾人单位信息(JKCL1),公有资产管理信息,农业银行,企业基本信息,组织机构代码信息
检察院,备注,自然资源局,<EOP>,企业用户基本信息,高企认定或拟认定名单,土地交易信息(JKGT1),企业基本信息,统战部,广发银行,流动人口表,商品房预售项目信息表
行政服务中心,移动电话,企业工法奖项信息,自然资源局,企业用户基本信息,农业银行,佛山市安置残疾人单位信息(JKCL1),农业农村局,公有资产管理信息,<EOP>,涉及职业危害作业场所,名址库_门牌地址信息
金融办,更新时间,自然资源局,镇街2,土地交易信息(JKGT1),工商联,流动人口注销信息,涉及职业危害作业场所,企业用户基本信息,组织机构代码信息,组织机构代码变更信息,<EOP>
法院,成交日期,组织机构代码信息,名址库_门牌地址信息,高企认定或拟认定名单,镇街2,流动人口注销信息,居住证业务有效表,农业银行,工商联,外商实际投资情况,政数局
税务局,合同编号,厂企信息（网格）,高企认定或拟认定名单,失信被执行人信息（法人或其他组织）,出租屋详细信息,自然资源局,土地交易信息(JKGT1),卫健局,镇街2,名址库_门牌地址信息,道路运输经营信息采集表
纪委,更新时间,自然资源局,企业用户基本信息,企业工法奖项信息,组织机构代码变更信息,流动人口表,流动人口注销信息,涉及职业危害作业场所,镇街2,名址库_门牌地址信息,组织机构代码信息
金融办,管理级别,土地交易信息(JKGT1),镇街2,自然资源局,工商联,<EOP>,组织机构代码信息,高企认定或拟认定名单,名址库_门牌地址信息,科技局,个人基本信息
政数局,登记地址,自然资源局,广发银行,厂企信息（网格）,违法违章受处罚企业信息,科技局,土地交易信息(JKGT1),组织机构代码变更信息,单位房屋产权信息表,<EOP>,社会团体信息(JKMZ2)
金融办,附件名称,土地交易信息(JKGT1),高企认定或拟认定名单,失信被执行人信息（法人或其他组织）,卫健局,自然资源局,镇街2,组织机构代码信息,出租屋详细信息,个人基本信息,工商开业登记信息
人才办,更新人,居住证业务有效表,幼儿园,公有资产管理信息,农业银行,佛山市安置残疾人单位信息(JKCL1),工商联,涉及职业危害作业场所,企业用户基本信息,国税欠税信息,<EOP>
公安,审核人,企业工法奖项信息,农业农村局,外商实际投资情况,农业银行,国税欠税信息,内资企业设立登记公告数据,名址库_门牌地址信息,幼儿园,法定代表人正式信息表,佛山市安置残疾人单位信息(JKCL1)
检察院,开户银行,自然资源局,土地交易信息(JKGT1),组织机构代码变更信息,科技局,<EOP>,广发银行,居住证业务有效表,高企认定或拟认定名单,（市经信）广东省名牌产品,出租屋详细信息
人才办,发证时间,居住证业务有效表,幼儿园,律师基本信息采集表,国税欠税信息,涉及职业危害作业场所,（市经信）广东省名牌产品,外商实际投资情况,组织机构代码信息,流动人口表,工商联
公安,户口性质,外商实际投资情况,企业工法奖项信息,佛山市安置残疾人单位信息(JKCL1),农业银行,农业农村局,国税欠税信息,幼儿园,涉及职业危害作业场所,水费收集信息(包含企业用水信息),工商联
检察院,注册号,自然资源局,广发银行,厂企信息（网格）,土地交易信息(JKGT1),违法违章受处罚企业信息,高新技术企业认定信息,社会团体信息(JKMZ2),企业基本信息,出租屋详细信息,<EOP>
纪委,办学许可证号,广发银行,违法违章受处罚企业信息,水费收集信息(包含企业用水信息),建设项目情况信息(JKJS3),组织机构代码变更信息,财政直接支付信息(JKCZ2),自然资源局,社会团体信息(JKMZ2),出租屋详细信息,土地交易信息(JKGT1)
住建水利局,变更前,自然资源局,厂企信息（网格）,广发银行,违法违章受处罚企业信息,高新技术企业认定信息,社会团体信息(JKMZ2),建设项目情况信息(JKJS3),出租屋详细信息,水费收集信息(包含企业用水信息),纳税信用等级纳税人备案信息
金融办,专利类型,土地交易信息(JKGT1),镇街2,组织机构代码信息,工商联,高企认定或拟认定名单,名址库_门牌地址信息,个人基本信息,<EOP>,居住证业务有效表,国税欠税信息
政数局,填表人,企业工法奖项信息,企业用户基本信息,农业银行,佛山市安置残疾人单位信息(JKCL1),<EOP>,名址库_门牌地址信息,公有资产管理信息,工商联,农业农村局,自然资源局
人才办,信息等级,居住证业务有效表,律师基本信息采集表,幼儿园,自然资源局,涉及职业危害作业场所,科技局,公有资产管理信息,流动人口注销信息,佛山市安置残疾人单位信息(JKCL1),工商联
政数局,通讯地址,自然资源局,佛山市安置残疾人单位信息(JKCL1),组织机构代码变更信息,企业用户基本信息,土地交易信息(JKGT1),幼儿园,流动人口表,企业工法奖项信息,涉及职业危害作业场所,<EOP>
人才办,编号,流动人口注销信息,自然资源局,居住证业务有效表,律师基本信息采集表,涉及职业危害作业场所,幼儿园,高企认定或拟认定名单,外国人入境就业信息(JKRS6),公有资产管理信息,土地交易信息(JKGT1)
镇街5,交通工具,企业工法奖项信息,公有资产管理信息,佛山市安置残疾人单位信息(JKCL1),农业银行,自然资源局,农业农村局,幼儿园,企业用户基本信息,违法违章受处罚企业信息,企业基本信息
法院,注销时间,居住证业务有效表,名址库_门牌地址信息,自然资源局,镇街2,农业农村局,组织机构代码信息,违法违章受处罚企业信息,科技局,企业工法奖项信息,<EOP>
政数局,房屋编号,名址库_门牌地址信息,企业工法奖项信息,高企认定或拟认定名单,法院,企业用户基本信息,农业农村局,组织机构代码信息,镇街2,内资企业设立登记公告数据,<EOP>
政数局,更新时间,自然资源局,企业用户基本信息,组织机构代码变更信息,企业工法奖项信息,涉及职业危害作业场所,流动人口注销信息,镇街2,组织机构代码信息,名址库_门牌地址信息,流动人口表
政数局,行政职务,自然资源局,佛山市安置残疾人单位信息(JKCL1),涉及职业危害作业场所,外商实际投资情况,组织机构代码信息,组织机构代码变更信息,幼儿园,<EOP>,名址库_门牌地址信息,企业基本信息
金融办,企业联系电话,自然资源局,土地交易信息(JKGT1),厂企信息（网格）,广发银行,出租屋详细信息,高企认定或拟认定名单,科技局,镇街2,高新技术企业认定信息,道路运输经营信息采集表
法院,户籍地址,企业用户基本信息,工商联,企业工法奖项信息,佛山市安置残疾人单位信息(JKCL1),<EOP>,农业银行,涉及职业危害作业场所,企业基本信息,自然资源局,组织机构代码信息
行政服务中心,地址,商品房预售项目信息表,统战部,建设项目情况信息(JKJS3),广发银行,机动车信息表,自然资源局,出租屋详细信息,企业工法奖项信息,违法违章受处罚企业信息,镇街2
税务局,原值,自然资源局,厂企信息（网格）,高企认定或拟认定名单,土地交易信息(JKGT1),出租屋详细信息,律师基本信息采集表,组织机构代码变更信息,居住证业务有效表,纳税信用等级纳税人备案信息,高新技术企业认定信息
纪委,验证日期,企业工法奖项信息,农业农村局,农业银行,企业用户基本信息,建设项目情况信息(JKJS3),组织机构代码变更信息,镇街2,名址库_门牌地址信息,外商实际投资情况,违法违章受处罚企业信息
镇街3,联系人,机动车信息表,单位房屋产权信息表,危险品仓库数据表,人口基础信息表,商品房预售项目信息表,工商开业登记信息,自然资源局,吊销登记信息,企业工法奖项信息,统战部
教育局,民族,企业工法奖项信息,公有资产管理信息,企业用户基本信息,农业银行,农业农村局,佛山市安置残疾人单位信息(JKCL1),危险品仓库数据表,<EOP>,单位房屋产权信息表,涉及职业危害作业场所
政数局,批准日期,失信被执行人信息（法人或其他组织）,卫健局,法院,出租屋详细信息,自然资源局,律师基本信息采集表,厂企信息（网格）,广发银行,个人基本信息,组织机构代码信息
政数局,联系人,自然资源局,机动车信息表,土地交易信息(JKGT1),单位房屋产权信息表,广发银行,危险品仓库数据表,商品房预售项目信息表,出租屋详细信息,统战部,科技局
检察院,整备质量,企业用户基本信息,自然资源局,企业工法奖项信息,<EOP>,农业银行,工商联,公有资产管理信息,涉及职业危害作业场所,佛山市安置残疾人单位信息(JKCL1),名址库_门牌地址信息
检察院,用途,自然资源局,<EOP>,企业用户基本信息,工商联,佛山市安置残疾人单位信息(JKCL1),企业基本信息,组织机构代码信息,涉及职业危害作业场所,高企认定或拟认定名单,名址库_门牌地址信息
农商行,最后更新时间,机动车信息表,单位房屋产权信息表,商品房预售项目信息表,统战部,企业工法奖项信息,危险品仓库数据表,自然资源局,企业用户基本信息,厂企信息（网格）,违法违章受处罚企业信息
法院,接收日期,组织机构代码变更信息,建设项目情况信息(JKJS3),居住证业务有效表,组织机构代码信息,幼儿园,农业农村局,企业工法奖项信息,律师基本信息采集表,外商实际投资情况,<EOP>
城管局,纳税信用等级,建设项目情况信息(JKJS3),违法违章受处罚企业信息,外商实际投资情况,财政直接支付信息(JKCZ2),镇街6,农业农村局,镇街7,镇街2,律师基本信息采集表,组织机构代码变更信息
法院,结婚日期,企业工法奖项信息,农业银行,佛山市安置残疾人单位信息(JKCL1),外商实际投资情况,企业用户基本信息,农业农村局,幼儿园,公有资产管理信息,工商联,名址库_门牌地址信息
纪委,房号,名址库_门牌地址信息,农业农村局,农业银行,高企认定或拟认定名单,企业工法奖项信息,法院,镇街2,组织机构代码信息,内资企业设立登记公告数据,自然资源局
纪委,证件号码,自然资源局,佛山市安置残疾人单位信息(JKCL1),涉及职业危害作业场所,企业用户基本信息,农业银行,企业工法奖项信息,道路运输经营信息采集表,农业农村局,单位房屋产权信息表,公有资产管理信息
公安,用地性质,失信被执行人信息（法人或其他组织）,卫健局,厂企信息（网格）,外国人入境就业信息(JKRS6),政数局,法定代表人正式信息表,出租屋详细信息,个人基本信息,流动人口注销信息,残疾人管理
行政服务中心,开发企业名称,律师基本信息采集表,广发银行,卫健局,镇街6,名址库_门牌地址信息,违法违章受处罚企业信息,法院,统战部,商品房预售项目信息表,财政直接支付信息(JKCZ2)
政数局,纬度,自然资源局,单位房屋产权信息表,危险品仓库数据表,广发银行,机动车信息表,名址库_门牌地址信息,镇街2,违法违章受处罚企业信息,企业工法奖项信息,商品房预售项目信息表
镇街6,车牌号码,企业工法奖项信息,自然资源局,农业农村局,农业银行,危险品仓库数据表,单位房屋产权信息表,统战部,财政直接支付信息(JKCZ2),公有资产管理信息,佛山市安置残疾人单位信息(JKCL1)
纪委,联系人,自然资源局,机动车信息表,单位房屋产权信息表,危险品仓库数据表,广发银行,土地交易信息(JKGT1),商品房预售项目信息表,人口基础信息表,吊销登记信息,出租屋详细信息
工商联,登记地址,自然资源局,广发银行,违法违章受处罚企业信息,厂企信息（网格）,单位房屋产权信息表,科技局,土地交易信息(JKGT1),社会团体信息(JKMZ2),危险品仓库数据表,商品房预售项目信息表
法院,经营范围,自然资源局,高新技术企业认定信息,广发银行,土地交易信息(JKGT1),科技局,居住证业务有效表,违法违章受处罚企业信息,厂企信息（网格）,纳税信用等级纳税人备案信息,教育局
政数局,律师执业证号,企业用户基本信息,企业工法奖项信息,自然资源局,农业银行,名址库_门牌地址信息,涉及职业危害作业场所,工商联,佛山市安置残疾人单位信息(JKCL1),公有资产管理信息,农业农村局
行政服务中心,楼层,企业工法奖项信息,名址库_门牌地址信息,农业农村局,外商实际投资情况,农业银行,自然资源局,商品房预售项目信息表,机动车信息表,企业用户基本信息,法院
金融办,许可内容,土地交易信息(JKGT1),自然资源局,镇街2,出租屋详细信息,名址库_门牌地址信息,高企认定或拟认定名单,个人基本信息,镇街6,<EOP>,科技局
纪委,更新时间,自然资源局,企业用户基本信息,企业工法奖项信息,组织机构代码变更信息,流动人口表,流动人口注销信息,涉及职业危害作业场所,镇街2,名址库_门牌地址信息,组织机构代码信息
